id,unit of measure (per pack),line item quantity,line item value,pack price,unit price,line item insurance (usd)
58192,60,172428,494868.36,2.87,0.05,1066.94
58197,100,2949,262461.0,89.0,0.89,324.66
58202,30,21384,217047.6,10.15,0.34,223.12
58211,100,3500,245000.0,70.0,0.7,528.22
58252,100,326,2608.0,8.0,0.08,3.66
58264,30,2520,20790.0,8.25,0.28,40.75
58277,30,1456,34944.0,24.0,0.8,75.34
58305,20,383,12256.0,32.0,1.6,15.16
58309,30,539,14876.4,27.6,0.92,15.29
58311,300,520,16026.4,30.82,0.1,19.82
58372,30,7000,8750.0,1.25,0.04,10.82
58393,25,100,2000.0,20.0,0.8,3.3
58398,25,8000,160000.0,20.0,0.8,264.0
58425,240,1,19.97,19.97,0.08,0.04
58426,100,4000,320000.0,80.0,0.8,376.64
58440,30,3,8.99,3.0,0.1,0.01
58450,60,6,394.51,65.75,1.1,0.41
58482,60,7,211.71,30.24,0.5,0.26
58484,30,37470,417790.5,11.15,0.37,516.81
58485,84,15,161.34,10.76,0.13,0.35
58491,1000,580,19198.0,33.1,0.03,22.6
58850,60,123,867.36,7.05,0.12,0.89
58494,30,1455,32737.5,22.5,0.75,40.5
58504,30,5,71.09,14.22,0.47,0.07
58508,30,16354,89947.0,5.5,0.18,148.41
58555,60,16645,39115.75,2.35,0.04,64.54
58556,30,70942,321367.26,4.53,0.15,692.87
58642,20,58,1856.0,32.0,1.6,3.06
58652,100,33,3223.44,97.68,0.98,5.32
58677,20,7,224.0,32.0,1.6,0.23
58713,120,4,110.05,27.51,0.23,0.11
58716,120,173,11521.8,66.6,0.55,16.15
58731,30,94,311.73,3.32,0.11,0.39
58744,30,17760,168720.0,9.5,0.32,198.58
58754,100,395,35155.0,89.0,0.89,49.29
58761,90,190,4438.36,23.36,0.26,4.56
58774,60,13444,34954.4,2.6,0.04,57.67
58800,30,6,100.91,16.82,0.56,0.12
58801,60,3136,94080.0,30.0,0.5,202.84
58806,30,1440,27430.13,19.05,0.64,53.76
58852,60,30,1237.01,41.23,0.69,2.67
58918,60,3000,19702.5,6.57,0.11,38.62
58947,30,42032,194187.84,4.62,0.15,199.63
58958,300,68,2095.76,30.82,0.1,2.94
59017,30,34,765.0,22.5,0.75,1.26
59043,20,15,480.0,32.0,1.6,0.49
59046,240,45000,95400.0,2.12,0.01,205.68
59047,30,92500,971250.0,10.5,0.35,998.44
59074,30,73,1319.03,18.07,0.6,1.36
59080,60,39132,88047.0,2.25,0.04,90.51
59151,60,131138,323910.86,2.47,0.04,698.35
59153,120,3470,285234.0,82.2,0.68,614.96
59157,20,2900,92800.0,32.0,1.6,114.79
59189,60,7063,16244.9,2.3,0.04,20.09
59244,30,400,500.0,1.25,0.04,0.51
59258,100,6523,580547.0,89.0,0.89,683.3
59267,60,33405,228824.25,6.85,0.11,283.06
59314,30,6,66.1,11.02,0.37,0.07
59334,60,2098,15588.14,7.43,0.12,33.61
59404,20,675,21600.0,32.0,1.6,26.72
59429,100,8787,702960.0,80.0,0.8,722.64
59442,60,35820,256113.0,7.15,0.12,359.07
59448,30,10700,37985.0,3.55,0.12,39.05
59466,60,35,1874.71,53.56,0.89,1.93
59482,60,3000,24300.0,8.1,0.13,28.6
59500,60,1,24.95,24.95,0.42,0.03
59502,30,39550,412506.5,10.43,0.35,485.52
59530,30,18,271.8,15.1,0.5,0.28
59566,30,9,21.81,2.42,0.08,0.02
59572,60,2600,52801.37,20.31,0.34,103.49
59624,30,5,84.1,16.82,0.56,0.1
59633,100,1250,160937.5,128.75,1.29,225.63
59673,90,1000,7000.0,7.0,0.08,9.81
59698,30,114,2179.73,19.12,0.64,2.24
59704,240,5590,11850.8,2.12,0.01,19.55
59715,300,60,1849.2,30.82,0.1,2.29
59743,20,246,7872.0,32.0,1.6,11.04
59750,120,90,5994.0,66.6,0.55,7.41
59776,100,2870,229600.0,80.0,0.8,378.84
59805,60,4084,29609.0,7.25,0.12,48.85
59847,60,6,132.02,22.0,0.37,0.14
59849,100,5060,404800.0,80.0,0.8,567.53
59867,180,3355,56900.8,16.96,0.09,111.53
59873,30,560,13025.6,23.26,0.78,21.49
59894,300,4,63.78,15.94,0.05,0.07
59896,60,97380,641734.2,6.59,0.11,793.83
59917,240,3,53.13,17.71,0.07,0.05
59919,60,44,163.95,3.73,0.06,0.17
59928,30,14500,166605.0,11.49,0.38,206.09
59970,30,5409,206791.05,38.23,1.27,255.8
59973,100,170,11900.0,70.0,0.7,25.66
59991,30,100000,735000.0,7.35,0.24,1030.47
59994,60,268,18310.96,68.32,1.14,18.82
60000,60,25572,281036.28,10.99,0.18,463.71
60004,60,189137,467168.39,2.47,0.04,1007.22
60005,60,33022,268468.86,8.13,0.14,332.1
60023,60,864,5356.8,6.2,0.1,7.51
60026,60,200,3058.27,15.29,0.25,6.59
60074,30,53571,176784.3,3.3,0.11,181.73
60084,60,85000,188700.0,2.22,0.04,193.98
60104,60,4640,249214.4,53.71,0.9,488.46
60105,30,3,65.49,21.83,0.73,0.07
60109,300,3794,116931.08,30.82,0.1,120.21
60112,60,18216,40986.0,2.25,0.04,42.13
60160,60,90,925.2,10.28,0.17,1.81
60168,30,64771,506509.22,7.82,0.26,1092.03
60261,120,400,14400.0,36.0,0.3,31.05
60273,90,2440,22692.0,9.3,0.1,23.33
60286,100,400,1800.0,4.5,0.04,2.23
60299,30,6,13.03,2.17,0.07,0.01
60316,240,864,1684.8,1.95,0.01,1.73
60321,20,47,1504.0,32.0,1.6,1.77
60357,1,210,1050.0,5.0,5.0,1.3
60359,30,428,11812.8,27.6,0.92,14.61
60375,30,387,1089.02,2.81,0.09,1.35
60391,30,25692,116384.76,4.53,0.15,250.93
60401,25,10000,200000.0,20.0,0.8,330.0
60439,60,770,20108.36,26.11,0.44,39.41
60450,100,1500,120000.0,80.0,0.8,258.72
60489,20,832,24128.0,29.0,1.45,29.85
60502,30,79250,527012.5,6.65,0.22,869.57
60545,30,32112,334928.16,10.43,0.35,394.21
60547,20,24,768.0,32.0,1.6,1.08
60573,30,16,53.06,3.32,0.11,0.07
60626,60,5000,12500.0,2.5,0.04,20.62
60690,30,6100,7625.0,1.25,0.04,7.84
60702,20,2400,74400.0,31.0,1.55,87.57
60778,60,20000,223800.0,11.19,0.19,276.84
60779,60,84143,199418.91,2.37,0.04,429.95
60811,336,15,575.4,38.36,0.11,1.24
60812,180,192,3256.32,16.96,0.09,6.38
71893,30,21203,68697.72,3.24,0.11,70.62
60816,60,3,141.39,47.13,0.79,0.15
60818,60,2145,14693.25,6.85,0.11,24.24
60840,60,237500,681625.0,2.87,0.05,1469.58
60841,30,784,10192.0,13.0,0.43,16.82
60866,120,18,495.23,27.51,0.23,0.51
60937,100,3182,254560.0,80.0,0.8,261.69
60964,240,40,625.57,15.64,0.07,1.35
60966,100,695,55600.0,80.0,0.8,91.74
60978,30,76615,509489.75,6.65,0.22,840.66
60994,100,1,8.0,8.0,0.08,0.01
61009,240,11640,34920.0,3.0,0.01,75.29
61090,120,3240,117158.4,36.16,0.3,252.59
61105,60,100,5400.0,54.0,0.9,6.36
61111,120,502,18072.0,36.0,0.3,18.58
61186,30,10,234.38,23.44,0.78,0.24
61190,60,10249,84041.8,8.2,0.14,138.67
61191,60,2460,17220.0,7.0,0.12,24.14
61271,100,11036,14346.8,1.3,0.01,17.75
61274,60,3,54.1,18.03,0.3,0.06
61281,30,172800,1617408.0,9.36,0.31,3487.13
61282,30,38433,412770.42,10.74,0.36,424.33
61286,100,3076,273764.0,89.0,0.89,338.65
61306,20,3500,112000.0,32.0,1.6,184.8
61354,30,38,564.39,14.85,0.5,0.58
61364,60,42500,341700.0,8.04,0.13,479.06
61396,100,2828,260176.0,92.0,0.92,429.29
61403,30,1206,28944.0,24.0,0.8,62.4
61416,30,64738,506251.16,7.82,0.26,1091.48
61417,30,6,66.1,11.02,0.37,0.07
61418,60,625,4281.25,6.85,0.11,6.0
61436,30,61751,194515.65,3.15,0.1,228.94
61473,60,13,293.03,22.54,0.38,0.3
61493,1,112,0.0,0.0,0.0,0.0
61501,30,146670,975355.5,6.65,0.22,2102.87
61518,20,65,2080.0,32.0,1.6,2.14
61520,240,2468,7231.24,2.93,0.01,15.59
61521,100,1500,150000.0,100.0,1.0,185.55
61546,1,22497,551176.5,24.5,24.5,772.75
61550,60,24024,155915.76,6.49,0.11,192.87
61563,336,56,17185.28,306.88,0.91,37.05
61595,25,3800,77900.0,20.5,0.82,96.36
61612,30,1000,18000.0,18.0,0.6,18.5
61614,30,58489,263785.39,4.51,0.15,435.25
61623,30,2293,2866.25,1.25,0.04,3.55
61658,30,2,53.51,26.76,0.89,0.06
61659,30,52158,346850.7,6.65,0.22,572.3
61664,100,7982,710398.0,89.0,0.89,995.98
61675,100,2127,170160.0,80.0,0.8,210.49
61676,20,65,2080.0,32.0,1.6,3.43
61694,240,6,42.91,7.15,0.03,0.04
61696,60,10935,28431.0,2.6,0.04,61.3
61697,60,7,126.22,18.03,0.3,0.13
61715,240,4192,35632.0,8.5,0.04,49.96
61720,100,350,28000.0,80.0,0.8,28.78
64186,60,121307,266875.4,2.2,0.04,330.12
61737,30,11904,124992.0,10.5,0.35,128.49
61749,100,4131,320978.7,77.7,0.78,692.03
61754,100,3200,256000.0,80.0,0.8,422.4
61779,1,229,1145.0,5.0,5.0,1.18
61783,30,65763,821379.87,12.49,0.42,1016.05
61811,30,228,7598.95,33.33,1.11,9.4
61852,100,305,30500.0,100.0,1.0,35.9
61864,30,900,21600.0,24.0,0.8,46.57
61871,100,41,3075.0,75.0,0.75,5.07
61882,60,2,5.06,2.53,0.04,0.01
61896,100,21,105.0,5.0,0.05,0.13
61913,20,18,576.0,32.0,1.6,0.71
61959,30,111348,355200.12,3.19,0.11,439.38
61980,180,2295,38923.2,16.96,0.09,54.57
61993,20,8261,264352.0,32.0,1.6,271.75
61998,20,340,9860.0,29.0,1.45,13.82
62024,60,17584,142430.4,8.1,0.13,167.64
62032,100,51,4080.0,80.0,0.8,4.8
62037,60,1400,15330.0,10.95,0.18,18.04
62046,300,540,16642.8,30.82,0.1,20.59
62047,60,16383,47838.36,2.92,0.05,103.14
62059,180,922,46100.0,50.0,0.28,99.39
62077,30,39015,399903.75,10.25,0.34,411.1
62079,20,66,2112.0,32.0,1.6,2.96
62107,240,300,555.0,1.85,0.01,0.78
62113,180,5196,88124.16,16.96,0.09,190.0
62116,60,39201,88202.25,2.25,0.04,90.67
62152,60,1887,17926.5,9.5,0.16,38.65
62158,30,34,383.14,11.27,0.38,0.39
62159,240,2040,3080.4,1.51,0.01,3.81
62164,60,300,4826.37,16.09,0.27,9.46
62168,30,3,41.45,13.82,0.46,0.04
62169,20,585,18720.0,32.0,1.6,22.03
62173,100,1500,120000.0,80.0,0.8,198.0
62194,30,12200,42700.0,3.5,0.12,43.9
62227,90,51,1217.19,23.87,0.27,1.51
62228,100,10364,922396.0,89.0,0.89,948.22
62235,100,6500,520000.0,80.0,0.8,534.56
62253,20,1903,60896.0,32.0,1.6,62.6
62256,30,9,137.45,15.27,0.51,0.14
62295,30,400,624.0,1.56,0.05,0.64
62319,120,480,17356.8,36.16,0.3,37.42
62322,100,1800,144000.0,80.0,0.8,310.46
62370,30,11,185.01,16.82,0.56,0.23
62390,60,869,5923.93,6.82,0.11,7.33
62400,30,559,12532.78,22.42,0.75,24.56
62403,1,3511,17555.0,5.0,5.0,21.72
62413,30,7245,23546.25,3.25,0.11,29.13
62421,30,912,12596.09,13.81,0.46,14.83
62433,20,4200,134400.0,32.0,1.6,263.42
62476,100,30,10500.0,350.0,3.5,12.99
62516,120,7078,430483.96,60.82,0.51,603.54
62521,60,2688,86016.0,32.0,0.53,168.59
62549,60,52,343.51,6.61,0.11,0.35
62555,120,22600,678000.0,30.0,0.25,950.56
62577,25,9475,189500.0,20.0,0.8,371.42
62586,120,111,3996.0,36.0,0.3,5.6
62594,30,1,19.05,19.05,0.64,0.04
62603,60,1,47.13,47.13,0.79,0.05
62634,30,17760,177600.0,10.0,0.33,209.04
62657,100,2229,178320.0,80.0,0.8,220.58
62662,100,20,160.0,8.0,0.08,0.19
62709,120,1836,111665.52,60.82,0.51,138.13
62712,300,150,4623.0,30.82,0.1,5.44
62730,30,136980,589014.0,4.3,0.14,971.87
62761,60,350,2397.5,6.85,0.11,2.97
62795,90,257,7465.87,29.05,0.32,9.24
62801,30,86843,577505.95,6.65,0.22,952.88
62808,60,138,1261.73,9.14,0.15,1.3
62814,60,20000,43000.0,2.15,0.04,44.2
62830,30,1080,2160.0,2.0,0.07,2.54
62853,30,17,242.61,14.27,0.48,0.3
62879,30,2000,14000.0,7.0,0.23,30.18
62935,300,252,7766.64,30.82,0.1,9.14
62942,270,392,37017.53,94.43,0.35,72.55
62948,60,14663,118770.3,8.1,0.13,139.79
62968,60,2520,6048.0,2.4,0.04,11.85
62980,30,19776,100857.6,5.1,0.17,141.4
62987,100,154,12320.0,80.0,0.8,15.24
62988,120,3,106.26,35.42,0.3,0.11
62990,240,691,1451.1,2.1,0.01,1.8
63044,30,4872,36540.0,7.5,0.25,71.62
63047,60,11,274.5,24.95,0.42,0.28
63064,100,3023,269047.0,89.0,0.89,332.81
63073,60,1014,7098.0,7.0,0.12,8.78
63106,60,38707,314687.91,8.13,0.14,389.27
63111,100,153,765.0,5.0,0.05,0.79
63174,60,2610,32598.9,12.49,0.21,45.7
63175,20,250,8000.0,32.0,1.6,15.68
63186,60,427,8253.91,19.33,0.32,16.18
63228,60,3,74.86,24.95,0.42,0.08
63234,100,260,23140.0,89.0,0.89,49.89
63273,100,2744,219520.0,80.0,0.8,307.77
63274,60,249,3956.61,15.89,0.26,8.53
63289,100,5000,400000.0,80.0,0.8,494.8
63292,30,400,9304.0,23.26,0.78,9.56
63296,2,15,465.0,31.0,15.5,1.0
63297,30,56500,579125.0,10.25,0.34,595.34
63308,30,71,235.46,3.32,0.11,0.29
63355,120,3393,73967.4,21.8,0.18,76.04
63362,90,21,357.91,17.04,0.19,0.37
63401,120,454,30236.4,66.6,0.55,37.4
63409,1,4000,98000.0,24.5,24.5,115.35
63412,20,2155,62495.0,29.0,1.45,87.62
63419,100,39,3120.0,80.0,0.8,3.21
63432,120,16800,517776.0,30.82,0.26,854.33
63438,60,80516,652179.6,8.1,0.13,806.75
63466,60,300,6758.47,22.53,0.38,13.25
63468,30,632,10473.05,16.57,0.55,12.96
63486,60,683,8366.75,12.25,0.2,10.35
63502,60,300,2712.0,9.04,0.15,5.85
63537,100,6133,545837.0,89.0,0.89,561.12
63555,30,1270,28575.0,22.5,0.75,40.06
63561,300,6914,213089.48,30.82,0.1,250.81
63568,20,18,576.0,32.0,1.6,0.71
63571,20,252,8064.0,32.0,1.6,8.29
63576,20,90,2880.0,32.0,1.6,2.96
63579,20,125,4000.0,32.0,1.6,4.95
63582,90,60,1561.82,26.03,0.29,1.93
63608,20,20000,640000.0,32.0,1.6,897.28
63620,30,2850,78660.0,27.6,0.92,97.3
63648,180,28,1400.0,50.0,0.28,3.02
63652,100,2744,219520.0,80.0,0.8,307.77
63697,60,333334,856668.38,2.57,0.04,1846.98
63719,30,800,22080.0,27.6,0.92,22.7
63749,100,3040,270560.0,89.0,0.89,334.68
63757,100,6000,480000.0,80.0,0.8,672.96
63782,30,113020,485986.0,4.3,0.14,801.88
63802,60,65072,186756.64,2.87,0.05,402.65
63807,30,6500,8125.0,1.25,0.04,10.05
63817,30,47970,676377.0,14.1,0.47,948.28
63826,300,340,10478.8,30.82,0.1,12.96
63894,25,400,8200.0,20.5,0.82,8.43
63907,60,150,6843.0,45.62,0.76,11.29
63915,30,15881,52407.3,3.3,0.11,73.48
63939,20,167,4843.0,29.0,1.45,7.99
63956,30,2910,13444.2,4.62,0.15,13.82
63988,1,2407,12035.0,5.0,5.0,14.89
63998,100,120,9600.0,80.0,0.8,9.87
64003,30,1800,43200.0,24.0,0.8,84.67
64004,1,360,8280.0,23.0,23.0,17.85
64020,240,48264,97493.28,2.02,0.01,210.2
64021,1,1600,39200.0,24.5,24.5,54.96
64051,100,5000,388500.0,77.7,0.78,837.61
64087,720,2500,132000.0,52.8,0.07,185.06
64108,100,2835,252315.0,89.0,0.89,353.75
64183,60,80,5328.0,66.6,1.11,5.48
64208,30,13736,130492.0,9.5,0.32,153.59
64218,100,180,12600.0,70.0,0.7,24.7
64238,200,300,375.0,1.25,0.01,0.46
64262,100,3056,271984.0,89.0,0.89,336.44
64304,100,4000,400000.0,100.0,1.0,411.2
64319,100,2835,252315.0,89.0,0.89,353.75
64320,1,39,195.0,5.0,5.0,0.2
64329,300,340,10478.8,30.82,0.1,12.96
64335,20,2400,76800.0,32.0,1.6,165.58
64351,30,90273,407131.23,4.51,0.15,671.77
64352,20,2600,83200.0,32.0,1.6,97.93
64363,100,3094,247520.0,80.0,0.8,408.41
64367,100,4,32.0,8.0,0.08,0.05
64369,60,9253,54962.82,5.94,0.1,56.5
64371,30,3,45.74,15.25,0.51,0.05
64377,60,7700,16632.0,2.16,0.04,19.58
64405,60,47,3625.9,77.15,1.29,4.49
64427,100,97,7760.0,80.0,0.8,9.13
64438,120,7000,425740.0,60.82,0.51,437.66
64452,60,384,956.16,2.49,0.04,1.18
64493,100,7243,644627.0,89.0,0.89,1389.82
64506,20,4200,134400.0,32.0,1.6,263.42
64545,100,2128,189392.0,89.0,0.89,312.5
64553,30,14000,203000.0,14.5,0.48,251.11
64558,60,39449,319536.9,8.1,0.13,395.27
64588,336,680,26084.8,38.36,0.11,51.13
64594,300,610,18800.2,30.82,0.1,19.33
64603,100,3125,250000.0,80.0,0.8,257.0
64615,60,579,3966.15,6.85,0.11,4.08
64617,240,25,474.97,19.0,0.08,0.49
64635,30,19152,88482.24,4.62,0.15,109.45
64660,30,69,154.56,2.24,0.07,0.19
64664,60,120,1791.6,14.93,0.25,2.96
64667,100,100,800.0,8.0,0.08,0.94
64685,20,25,725.0,29.0,1.45,0.9
64709,180,28,1400.0,50.0,0.28,2.31
64724,20,2388,74028.0,31.0,1.55,76.1
64757,30,39600,415800.0,10.5,0.35,514.34
64824,30,10717,192906.0,18.0,0.6,198.31
64832,1,3438,17190.0,5.0,5.0,17.67
64850,60,85111,246821.9,2.9,0.05,532.15
64864,20,360,11700.0,32.5,1.62,13.77
64903,270,27,1611.22,59.67,0.22,1.66
64904,100,2744,244216.0,89.0,0.89,342.39
64913,20,32,1024.0,32.0,1.6,1.05
64936,120,3434,208855.88,60.82,0.51,258.35
64946,60,9073,35838.35,3.95,0.07,36.84
64989,20,125,4000.0,32.0,1.6,4.95
64995,100,9330,830370.0,89.0,0.89,1027.17
65002,30,3905,78100.0,20.0,0.67,96.61
65005,60,1305,10061.55,7.71,0.13,16.6
65033,60,3000,6480.0,2.16,0.04,7.63
65037,100,40,544.11,13.6,0.14,1.17
65049,120,740,27750.0,37.5,0.31,59.83
65050,100,3076,273764.0,89.0,0.89,338.65
66094,60,25932,140810.76,5.43,0.09,144.75
65081,30,14016,147168.0,10.5,0.35,151.29
65091,60,14322,85072.68,5.94,0.1,100.13
65095,20,385,12320.0,32.0,1.6,20.33
65111,300,23,1398.86,60.82,0.2,1.44
65120,100,655,65500.0,100.0,1.0,81.02
65132,100,20,7000.0,350.0,3.5,13.72
65156,20,73,2336.0,32.0,1.6,2.4
65165,240,40040,82482.4,2.06,0.01,136.1
65180,1,164,147.6,0.9,0.9,0.24
65186,60,11623,81361.0,7.0,0.12,100.64
65191,20,670,21440.0,32.0,1.6,42.02
65219,100,1800,144000.0,80.0,0.8,237.6
65235,100,7500,582750.0,77.7,0.78,961.54
65238,1,7527,184411.5,24.5,24.5,189.58
65241,20,15,480.0,32.0,1.6,0.59
65243,30,240,4401.6,18.34,0.61,7.26
65261,100,2520,224280.0,89.0,0.89,370.06
65263,30,8000,28400.0,3.55,0.12,29.2
65274,60,32190,261704.7,8.13,0.14,323.73
65280,60,783,7639.77,9.76,0.16,9.45
65291,20,167,5344.0,32.0,1.6,7.49
65308,100,1750,140000.0,80.0,0.8,301.84
65314,300,2,46.9,23.45,0.08,0.06
65323,60,53239,431235.9,8.1,0.13,533.44
65331,30,240,4800.0,20.0,0.67,5.94
65349,30,96224,413763.2,4.3,0.14,682.71
65359,60,35,2301.31,65.75,1.1,2.37
65363,30,750,15000.0,20.0,0.67,32.34
65370,60,300,6676.17,22.25,0.37,14.39
65381,300,1500,46230.0,30.82,0.1,64.81
65408,20,6900,220800.0,32.0,1.6,273.13
65436,60,45,281.2,6.25,0.1,0.35
65450,100,3067,272963.0,89.0,0.89,337.66
65452,30,345,9522.0,27.6,0.92,9.79
65458,240,171,4623.54,27.04,0.11,5.72
65478,25,3700,75850.0,20.5,0.82,77.97
65484,30,326,7582.76,23.26,0.78,10.63
65487,240,10000,92800.0,9.28,0.04,153.12
65545,30,43,822.19,19.12,0.64,0.85
65548,30,70,315.7,4.51,0.15,0.52
65555,100,3015,0.0,0.0,0.0,0.0
65574,200,192,2417.28,12.59,0.06,5.21
65579,120,9007,325693.12,36.16,0.3,702.19
65588,30,2856,21420.0,7.5,0.25,46.18
65601,3,10,250.0,25.0,8.33,0.49
65609,1,81,405.0,5.0,5.0,0.57
65617,60,28800,74880.0,2.6,0.04,161.44
65619,300,60,2433.47,40.56,0.14,5.25
65621,20,44,1276.0,29.0,1.45,1.79
65630,300,4,88.27,22.07,0.07,0.09
65640,20,750,24000.0,32.0,1.6,47.04
65675,60,20000,221800.0,11.09,0.18,228.01
65688,20,19,551.0,29.0,1.45,0.77
65693,30,2906,54302.12,18.69,0.62,67.17
65699,120,28000,862960.0,30.82,0.26,1423.88
65709,30,100440,481107.6,4.79,0.16,674.51
65716,30,5500,77550.0,14.1,0.47,108.73
65717,240,50000,103000.0,2.06,0.01,169.95
65732,336,160,6137.6,38.36,0.11,12.03
65748,30,12984,42068.16,3.24,0.11,52.04
65780,60,55710,130361.4,2.34,0.04,182.77
65799,60,206,6746.05,32.75,0.55,8.34
65803,60,19,515.11,27.11,0.45,0.64
65836,20,1448,41992.0,29.0,1.45,69.29
65849,30,132,2983.26,22.6,0.75,3.69
65940,100,1432,164680.0,115.0,1.15,271.72
65978,60,9377,50542.03,5.39,0.09,83.39
65987,300,100,6082.0,60.82,0.2,8.53
66000,300,316,9739.12,30.82,0.1,10.01
66030,240,19060,60039.0,3.15,0.01,129.44
66062,120,5000,304000.0,60.8,0.51,357.81
66073,240,2244,20824.32,9.28,0.04,34.36
66100,30,45632,210819.84,4.62,0.15,216.72
66123,60,48446,135164.34,2.79,0.05,291.41
66145,60,3,197.26,65.75,1.1,0.2
66175,30,12084,84588.0,7.0,0.23,182.37
66205,30,1000,18000.0,18.0,0.6,18.5
66207,120,102,9180.0,90.0,0.75,17.99
66218,90,5,46.16,9.23,0.1,0.1
66233,100,3236,258880.0,80.0,0.8,427.15
66236,20,750,24000.0,32.0,1.6,24.67
66257,240,8,192.37,24.05,0.1,0.24
66264,30,17760,168720.0,9.5,0.32,198.58
66277,120,100,6660.0,66.6,0.55,9.34
66278,30,2065,4625.6,2.24,0.07,6.49
66307,30,32673,375412.77,11.49,0.38,464.39
66323,20,424,13568.0,32.0,1.6,29.25
66333,200,400,2864.03,7.16,0.04,6.17
66338,240,145,1173.68,8.09,0.03,1.45
66349,20,240,7680.0,32.0,1.6,10.77
66352,60,20,428.71,21.44,0.36,0.44
66355,100,840,67200.0,80.0,0.8,94.21
66371,60,37012,300907.56,8.13,0.14,372.22
66373,20,2334,74688.0,32.0,1.6,161.03
66374,60,116000,327120.0,2.82,0.05,705.27
66383,30,961,1201.25,1.25,0.04,1.49
66420,100,1993,143496.0,72.0,0.72,309.38
66431,120,161,16125.1,100.16,0.83,34.77
66438,30,384,7680.0,20.0,0.67,9.5
66448,30,3200,64000.0,20.0,0.67,65.79
66449,120,8225,676095.0,82.2,0.68,1457.66
66500,60,329,1159.91,3.53,0.06,1.37
66508,90,400,3128.0,7.82,0.09,4.39
66522,60,100,2156.36,21.56,0.36,4.23
66578,1,238,1190.0,5.0,5.0,1.67
66585,100,3056,271984.0,89.0,0.89,336.44
66609,60,14428,20920.6,1.45,0.02,45.1
66626,50,30,2982.0,99.4,1.99,3.07
66641,240,19050,60007.5,3.15,0.01,129.38
66663,100,3035,270115.0,89.0,0.89,334.13
66669,30,62369,268186.7,4.3,0.14,578.21
66680,60,5200,24960.0,4.8,0.08,53.81
66690,60,44168,328168.24,7.43,0.12,707.53
66713,30,450,10467.0,23.26,0.78,10.76
66762,100,3000,240000.0,80.0,0.8,336.48
66768,120,178,6408.0,36.0,0.3,7.93
66782,100,50,3600.0,72.0,0.72,7.76
66792,60,43262,101665.7,2.35,0.04,219.19
66809,60,615,7933.5,12.9,0.22,11.12
66811,100,237,21330.0,90.0,0.9,45.99
66840,20,794,25408.0,32.0,1.6,49.8
66891,60,18180,98717.4,5.43,0.09,122.11
66925,60,64,960.0,15.0,0.25,1.58
66946,30,100,758.0,7.58,0.25,0.78
66967,30,116857,777099.05,6.65,0.22,1675.43
66992,20,20,540.0,27.0,1.35,1.16
67011,30,47136,217768.32,4.62,0.15,223.87
67022,60,336,2520.0,7.5,0.12,5.43
67023,30,2175,12158.25,5.59,0.19,12.5
67043,100,9312,828768.0,89.0,0.89,1025.19
67057,100,1891,151280.0,80.0,0.8,155.52
67069,84,329,3345.72,10.17,0.12,6.56
67077,60,520,3640.0,7.0,0.12,7.85
67090,30,28080,89575.2,3.19,0.11,110.8
67091,100,81,6480.0,80.0,0.8,7.63
67134,60,148,1457.49,9.85,0.16,1.8
67142,120,10280,371724.8,36.16,0.3,613.35
67150,20,500,16000.0,32.0,1.6,34.5
67153,60,165374,1339529.4,8.1,0.13,1657.0
67159,100,66,5280.0,80.0,0.8,7.4
67191,336,44,1687.84,38.36,0.11,3.31
67194,30,42240,195148.8,4.62,0.15,200.61
67195,300,17,1033.94,60.82,0.2,1.06
67199,240,35000,74200.0,2.12,0.01,159.98
67203,240,23,407.34,17.71,0.07,0.42
67225,20,18,576.0,32.0,1.6,0.68
70259,30,19195,62191.8,3.24,0.11,76.93
67244,1,2988,73206.0,24.5,24.5,90.56
67248,300,4,68.56,17.14,0.06,0.07
67263,25,10000,200000.0,20.0,0.8,330.0
67300,100,215,15512.25,72.15,0.72,21.75
67308,60,642,3813.48,5.94,0.1,4.49
67321,60,712,10680.0,15.0,0.25,23.03
67372,20,5,160.0,32.0,1.6,0.31
67389,60,28496,39894.4,1.4,0.02,86.01
67448,30,91,1644.26,18.07,0.6,1.69
67449,20,6,192.0,32.0,1.6,0.2
67476,60,23800,176834.0,7.43,0.12,381.25
67501,120,14498,487132.8,33.6,0.28,803.77
67509,60,32002,260816.3,8.15,0.14,322.63
67526,60,14,270.58,19.33,0.32,0.28
67541,120,2106,207249.44,98.41,0.82,446.83
67551,60,52,2886.0,55.5,0.92,3.4
67562,60,37589,268761.35,7.15,0.12,376.8
67597,100,263,21040.0,80.0,0.8,24.76
67600,120,22000,816200.0,37.1,0.31,1759.73
67614,100,90,8010.0,89.0,0.89,9.43
67634,120,33,1168.83,35.42,0.3,1.2
67654,30,11,332.32,30.21,1.01,0.34
67661,100,114,513.0,4.5,0.04,0.63
67666,90,12,204.53,17.04,0.19,0.21
67703,60,3000,20550.0,6.85,0.11,21.13
67717,60,21504,30105.6,1.4,0.02,64.91
67720,1,50,250.0,5.0,5.0,0.29
67739,30,1984,15038.72,7.58,0.25,15.46
67753,60,1028,22616.0,22.0,0.37,37.32
67759,60,287,4059.7,14.15,0.24,5.02
67769,100,112,0.0,0.0,0.0,0.0
67776,60,672,940.8,1.4,0.02,2.03
67806,30,3007,10734.99,3.57,0.12,15.05
67854,60,20000,129800.0,6.49,0.11,152.77
67864,100,2744,219520.0,80.0,0.8,307.77
